age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
62,Private,1077767,HS-grad,9,Widowed,Transport-moving,Wife,Black,Female,0,0,59,Philippines,>50K
74,Private,605868,5th-6th,3,Never-married,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,0,0,37,Germany,>50K
51,Private,830162,9th,5,Divorced,Craft-repair,Own-child,White,Female,0,0,74,Puerto-Rico,>50K
29,Private,265488,10th,6,Married-civ-spouse,Exec-managerial,Own-child,Black,Female,0,0,35,Germany,<=50K
61,Federal-gov,1414476,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Female,68399,236,59,Cuba,<=50K
88,Private,1178866,9th,5,Never-married,Sales,Own-child,Other,Male,0,0,36,Germany,>50K
82,Private,1204253,HS-grad,9,Never-married,Transport-moving,Wife,Amer-Indian-Eskimo,Female,0,0,33,United-States,<=50K
88,Private,61150,11th,7,Married-civ-spouse,Tech-support,Wife,Other,Female,0,0,95,England,<=50K
70,Federal-gov,887148,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,0,0,54,El-Salvador,<=50K
76,Self-emp-inc,154572,11th,7,Widowed,Prof-specialty,Wife,Black,Female,0,0,62,Canada,>50K
57,Private,306462,Bachelors,13,Separated,Prof-specialty,Unmarried,Black,Female,0,0,86,India,<=50K
34,Self-emp-inc,1407675,9th,5,Married-civ-spouse,Exec-managerial,Not-in-family,Black,Male,0,0,94,United-States,<=50K
76,Self-emp-not-inc,1077115,9th,5,Separated,Farming-fishing,Unmarried,Black,Female,0,0,82,India,<=50K
60,Self-emp-not-inc,835272,Preschool,1,Never-married,Sales,Wife,Other,Female,0,0,69,Germany,>50K
75,Private,1247674,9th,5,Separated,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,86614,2868,27,England,<=50K
59,Private,1448757,Bachelors,13,Divorced,Sales,Not-in-family,Black,Male,0,0,14,Mexico,>50K
69,Private,197151,1st-4th,2,Separated,Prof-specialty,Unmarried,Other,Male,0,0,11,Philippines,<=50K
28,Private,620516,Doctorate,16,Widowed,Prof-specialty,Own-child,Black,Male,0,0,38,Puerto-Rico,>50K
43,Private,15897,Doctorate,16,Separated,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,74,Germany,>50K
23,Self-emp-not-inc,554754,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,89,Philippines,<=50K
75,Private,957786,Prof-school,15,Never-married,Tech-support,Own-child,White,Female,0,0,35,United-States,<=50K
17,Self-emp-not-inc,1174153,10th,6,Divorced,Transport-moving,Unmarried,White,Male,0,0,14,Philippines,<=50K
40,Private,1379754,12th,8,Never-married,Tech-support,Wife,Amer-Indian-Eskimo,Female,0,0,60,Cuba,<=50K
88,Private,1263398,1st-4th,2,Divorced,Transport-moving,Other-relative,Amer-Indian-Eskimo,Male,0,0,73,Philippines,<=50K
23,Private,782794,Assoc-voc,11,Widowed,Farming-fishing,Wife,Black,Female,0,0,56,Puerto-Rico,>50K
31,Local-gov,450371,Preschool,1,Divorced,Handlers-cleaners,Not-in-family,Other,Female,0,0,50,Germany,>50K
67,Private,806392,Doctorate,16,Widowed,Tech-support,Own-child,White,Female,0,0,21,Philippines,<=50K
57,Private,184708,11th,7,Divorced,Tech-support,Wife,Black,Female,0,0,90,Puerto-Rico,<=50K
30,Private,1117293,Masters,14,Married-civ-spouse,Tech-support,Husband,Other,Male,34156,1769,61,Canada,<=50K
44,Private,513846,Preschool,1,Divorced,Farming-fishing,Husband,Other,Male,18734,552,50,Canada,<=50K
29,Local-gov,939960,11th,7,Married-civ-spouse,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,37,Canada,>50K
81,Private,1183975,Preschool,1,Married-civ-spouse,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,0,44,Philippines,<=50K
46,State-gov,1219086,1st-4th,2,Never-married,Sales,Own-child,White,Female,0,0,98,Germany,<=50K
26,Self-emp-inc,564118,Assoc-acdm,12,Widowed,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,43,Canada,<=50K
69,Private,637090,Prof-school,15,Divorced,Handlers-cleaners,Own-child,White,Female,0,0,56,El-Salvador,<=50K
33,Private,729267,10th,6,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,69,Philippines,>50K
41,Private,41664,12th,8,Widowed,Transport-moving,Other-relative,White,Male,0,0,27,India,>50K
46,Private,64817,10th,6,Married-civ-spouse,Sales,Unmarried,White,Female,9814,1283,91,Germany,>50K
28,Private,103059,Doctorate,16,Divorced,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,54,England,<=50K
84,Self-emp-not-inc,43496,7th-8th,4,Divorced,Handlers-cleaners,Other-relative,White,Male,0,0,15,Canada,<=50K
74,Private,1406877,Preschool,1,Separated,Sales,Husband,Other,Male,0,0,59,El-Salvador,<=50K
18,State-gov,553204,Prof-school,15,Divorced,Exec-managerial,Unmarried,White,Male,0,0,78,Philippines,<=50K
76,Private,1480961,Preschool,1,Divorced,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,63,Germany,<=50K
54,Private,1158479,9th,5,Divorced,Farming-fishing,Wife,White,Female,0,0,60,Puerto-Rico,>50K
23,Private,1230533,Masters,14,Married-civ-spouse,Sales,Own-child,Amer-Indian-Eskimo,Male,0,0,78,Canada,>50K
72,State-gov,571181,Masters,14,Separated,Exec-managerial,Unmarried,Other,Female,0,0,39,India,>50K
64,Private,1443123,Some-college,10,Married-civ-spouse,Transport-moving,Own-child,Other,Female,0,0,52,India,<=50K
73,State-gov,658558,Assoc-voc,11,Widowed,Sales,Own-child,Asian-Pac-Islander,Male,0,0,28,India,<=50K
62,Local-gov,879592,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Not-in-family,Black,Male,0,0,21,Mexico,>50K
87,Private,595935,Masters,14,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,0,0,38,Canada,<=50K
85,Self-emp-inc,1158269,1st-4th,2,Widowed,Prof-specialty,Husband,Other,Male,0,0,68,Philippines,<=50K
58,Self-emp-not-inc,1444154,Preschool,1,Separated,Prof-specialty,Not-in-family,White,Female,0,0,83,England,<=50K
81,Local-gov,871375,Doctorate,16,Divorced,Prof-specialty,Own-child,Black,Male,92956,2663,57,Canada,<=50K
46,Private,199880,Preschool,1,Separated,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,India,<=50K
42,Private,187358,Masters,14,Widowed,Farming-fishing,Wife,Asian-Pac-Islander,Female,0,0,86,India,<=50K
70,Private,1037910,Bachelors,13,Widowed,Transport-moving,Own-child,Other,Male,0,0,52,Canada,<=50K
41,Private,781636,5th-6th,3,Never-married,Tech-support,Own-child,Other,Female,0,0,84,Canada,<=50K
53,Private,586434,10th,6,Widowed,Prof-specialty,Wife,Other,Female,0,0,38,Germany,<=50K
71,Self-emp-not-inc,316194,1st-4th,2,Divorced,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,43,Germany,<=50K
78,Federal-gov,1223176,9th,5,Separated,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,0,0,72,Germany,<=50K
56,Private,242263,10th,6,Widowed,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,90,Canada,<=50K
44,Private,1053157,Some-college,10,Widowed,Exec-managerial,Husband,Black,Male,0,0,38,United-States,>50K
36,State-gov,681307,10th,6,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Male,0,0,20,Philippines,>50K
36,Federal-gov,767192,9th,5,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,0,0,82,Puerto-Rico,>50K
42,Private,1456459,5th-6th,3,Divorced,Prof-specialty,Husband,White,Male,0,0,96,El-Salvador,<=50K
86,Private,175815,1st-4th,2,Never-married,Tech-support,Other-relative,White,Female,82304,2355,91,Philippines,<=50K
33,Private,538820,Masters,14,Married-civ-spouse,Handlers-cleaners,Unmarried,Amer-Indian-Eskimo,Male,0,0,44,United-States,<=50K
40,Private,791549,7th-8th,4,Separated,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,12403,1658,23,Germany,<=50K
27,Private,1314417,Bachelors,13,Separated,Exec-managerial,Other-relative,Other,Female,0,0,22,Puerto-Rico,<=50K
70,State-gov,1198642,Bachelors,13,Widowed,Adm-clerical,Not-in-family,Other,Male,0,0,14,Mexico,<=50K
29,Self-emp-not-inc,1054328,7th-8th,4,Never-married,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Female,0,0,97,Canada,<=50K
17,Private,1401052,HS-grad,9,Separated,Farming-fishing,Other-relative,Asian-Pac-Islander,Female,0,0,45,England,>50K
64,Private,681227,11th,7,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Female,0,0,47,Puerto-Rico,<=50K
48,Private,1436591,10th,6,Separated,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,62,Canada,<=50K
54,Private,975885,9th,5,Married-civ-spouse,Transport-moving,Other-relative,Black,Male,0,0,19,Mexico,<=50K
77,Private,792286,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,72,Cuba,>50K
68,Private,1301891,Doctorate,16,Never-married,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,71,England,<=50K
57,Self-emp-inc,617699,9th,5,Married-civ-spouse,Tech-support,Unmarried,Other,Male,0,0,43,United-States,>50K
60,Private,91574,Doctorate,16,Divorced,Prof-specialty,Own-child,White,Male,67338,482,10,Canada,<=50K
40,Private,238381,Prof-school,15,Widowed,Transport-moving,Wife,Black,Female,0,0,51,Germany,>50K
35,Private,1249373,Bachelors,13,Widowed,Adm-clerical,Husband,Black,Male,0,0,31,Germany,<=50K
33,Self-emp-not-inc,842589,Prof-school,15,Separated,Prof-specialty,Own-child,Other,Male,0,0,53,Mexico,<=50K
69,Self-emp-not-inc,1338752,Assoc-voc,11,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,78,El-Salvador,<=50K
18,Private,290360,Doctorate,16,Divorced,Farming-fishing,Own-child,Black,Male,0,0,76,India,<=50K
62,Local-gov,910335,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Not-in-family,Other,Female,0,0,97,India,<=50K
26,Private,1251642,1st-4th,2,Divorced,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,0,0,68,Puerto-Rico,<=50K
55,Private,308390,Prof-school,15,Separated,Transport-moving,Own-child,Amer-Indian-Eskimo,Female,0,0,41,Cuba,<=50K
27,Local-gov,891784,Assoc-acdm,12,Widowed,Sales,Other-relative,White,Male,35074,2215,95,Mexico,<=50K
27,Private,302333,Masters,14,Married-civ-spouse,Exec-managerial,Not-in-family,Other,Female,0,0,31,El-Salvador,<=50K
84,Private,1438301,11th,7,Separated,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Male,0,0,28,Cuba,<=50K
88,Federal-gov,241465,Some-college,10,Divorced,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,0,0,85,El-Salvador,<=50K
26,Private,257058,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,50,United-States,<=50K
27,Private,737951,Prof-school,15,Divorced,Transport-moving,Other-relative,White,Female,0,0,68,Cuba,>50K
43,Private,811065,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,96,Mexico,<=50K
43,Self-emp-inc,466570,5th-6th,3,Separated,Adm-clerical,Husband,Black,Male,0,0,60,England,<=50K
40,Local-gov,512862,10th,6,Separated,Exec-managerial,Wife,White,Female,30334,177,21,India,>50K
37,Private,744769,7th-8th,4,Never-married,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,50,Mexico,<=50K
20,Federal-gov,1188228,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,13,England,<=50K
30,Federal-gov,1397062,Bachelors,13,Separated,Sales,Wife,Asian-Pac-Islander,Female,0,0,27,Mexico,<=50K
84,State-gov,1415106,Some-college,10,Separated,Sales,Not-in-family,White,Female,0,0,17,El-Salvador,>50K
22,Private,1058049,Assoc-voc,11,Widowed,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Female,0,0,88,Philippines,>50K
48,Private,1030075,Masters,14,Widowed,Tech-support,Unmarried,White,Female,0,0,66,Cuba,<=50K
74,Private,1111971,9th,5,Separated,Sales,Own-child,Black,Female,0,0,69,El-Salvador,>50K
34,Private,347611,12th,8,Never-married,Exec-managerial,Husband,Asian-Pac-Islander,Male,65137,789,74,Canada,<=50K
77,State-gov,613898,Prof-school,15,Widowed,Farming-fishing,Own-child,Black,Male,0,0,82,El-Salvador,<=50K
27,Private,1047417,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,46,India,<=50K
65,State-gov,850274,Assoc-acdm,12,Widowed,Prof-specialty,Own-child,Asian-Pac-Islander,Female,77578,2903,86,England,<=50K
32,Self-emp-not-inc,100100,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Black,Female,38107,3657,73,United-States,<=50K
27,Private,1491090,Prof-school,15,Divorced,Sales,Not-in-family,Black,Male,0,0,65,India,<=50K
22,Self-emp-not-inc,741164,10th,6,Married-civ-spouse,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,0,0,90,Cuba,>50K
48,Self-emp-not-inc,769523,1st-4th,2,Divorced,Farming-fishing,Other-relative,Asian-Pac-Islander,Male,0,0,19,India,<=50K
39,Private,1445033,HS-grad,9,Married-civ-spouse,Transport-moving,Not-in-family,Other,Male,0,0,83,Cuba,>50K
45,Private,1361080,Doctorate,16,Widowed,Transport-moving,Not-in-family,Black,Male,0,0,48,India,>50K
20,Private,1203018,11th,7,Separated,Transport-moving,Wife,Amer-Indian-Eskimo,Female,0,0,69,Philippines,<=50K
42,Private,1199777,HS-grad,9,Widowed,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,97,United-States,<=50K
81,Private,238662,Masters,14,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,20,Philippines,<=50K
40,Self-emp-not-inc,446284,Assoc-voc,11,Separated,Farming-fishing,Not-in-family,Other,Female,0,0,28,United-States,<=50K
41,Private,171091,Preschool,1,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,0,85,Philippines,<=50K
39,Self-emp-inc,295276,5th-6th,3,Married-civ-spouse,Transport-moving,Not-in-family,Other,Female,0,0,51,El-Salvador,<=50K
88,Private,434143,1st-4th,2,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,84539,3056,57,Philippines,>50K
71,State-gov,231652,Doctorate,16,Divorced,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,77,Canada,>50K
54,Private,1492753,Masters,14,Married-civ-spouse,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,0,0,48,United-States,<=50K
73,Private,1060280,Masters,14,Never-married,Tech-support,Husband,Other,Male,0,0,35,India,>50K
68,Federal-gov,697020,Doctorate,16,Widowed,Transport-moving,Unmarried,Other,Female,0,0,65,Philippines,<=50K
64,Private,239625,Preschool,1,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,18,Philippines,<=50K
33,State-gov,29894,7th-8th,4,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,0,0,32,Germany,<=50K
68,Private,209997,Bachelors,13,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Female,0,0,42,El-Salvador,>50K
47,State-gov,1350978,5th-6th,3,Never-married,Adm-clerical,Husband,White,Male,0,0,12,England,<=50K
57,Federal-gov,397060,Some-college,10,Never-married,Prof-specialty,Other-relative,Other,Male,0,0,67,India,>50K
25,Private,1071064,HS-grad,9,Divorced,Transport-moving,Wife,Amer-Indian-Eskimo,Female,0,0,57,El-Salvador,<=50K
35,Self-emp-not-inc,858892,HS-grad,9,Separated,Craft-repair,Wife,Asian-Pac-Islander,Female,0,0,37,England,<=50K
17,Private,1226511,9th,5,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,13,Canada,<=50K
41,Private,1048310,11th,7,Divorced,Prof-specialty,Unmarried,White,Male,0,0,18,United-States,<=50K
30,Private,1254623,9th,5,Never-married,Prof-specialty,Husband,Black,Male,0,0,73,England,<=50K
30,Private,901561,Preschool,1,Separated,Prof-specialty,Wife,Black,Female,98441,3760,94,Mexico,<=50K
45,Federal-gov,266943,11th,7,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,52,Canada,>50K
55,Private,421186,Prof-school,15,Never-married,Farming-fishing,Husband,Other,Male,0,0,78,Philippines,<=50K
35,Private,257704,Bachelors,13,Widowed,Sales,Other-relative,White,Female,73439,1615,83,United-States,>50K
67,Federal-gov,444833,Preschool,1,Married-civ-spouse,Exec-managerial,Wife,Other,Female,0,0,99,India,<=50K
65,Private,288343,Doctorate,16,Separated,Sales,Wife,Black,Female,0,0,80,Canada,<=50K
86,Private,1256376,9th,5,Divorced,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,0,0,64,Germany,<=50K
31,Private,1046267,9th,5,Separated,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,79,Puerto-Rico,<=50K
49,Private,452852,Preschool,1,Separated,Transport-moving,Unmarried,Other,Female,0,0,48,Puerto-Rico,>50K
17,State-gov,61181,Doctorate,16,Never-married,Sales,Husband,Asian-Pac-Islander,Male,0,0,13,Mexico,>50K
83,Private,94252,1st-4th,2,Divorced,Transport-moving,Husband,White,Male,0,0,86,El-Salvador,<=50K
65,Federal-gov,1331629,Preschool,1,Divorced,Tech-support,Wife,Amer-Indian-Eskimo,Female,0,0,57,Canada,<=50K
43,Private,962713,5th-6th,3,Separated,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,70,United-States,<=50K
86,Self-emp-not-inc,599761,Prof-school,15,Widowed,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,80,England,<=50K
66,Self-emp-inc,63536,Bachelors,13,Married-civ-spouse,Prof-specialty,Own-child,Other,Female,0,0,94,Canada,>50K
88,Private,818095,Bachelors,13,Divorced,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,32,Cuba,<=50K
18,Self-emp-not-inc,1252108,12th,8,Separated,Exec-managerial,Other-relative,White,Female,0,0,46,Philippines,<=50K
48,Local-gov,1322021,11th,7,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0,0,92,United-States,<=50K
70,Private,1062809,Doctorate,16,Never-married,Handlers-cleaners,Unmarried,Other,Female,0,0,95,Germany,<=50K
34,Private,11732,7th-8th,4,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,0,0,46,Cuba,<=50K
59,Self-emp-not-inc,646582,9th,5,Separated,Transport-moving,Unmarried,Black,Female,89548,1595,92,Canada,<=50K
83,Local-gov,828645,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,Other,Female,0,0,72,England,>50K
79,Private,628010,Assoc-acdm,12,Widowed,Prof-specialty,Wife,White,Female,34063,738,65,El-Salvador,<=50K
72,Private,1009870,5th-6th,3,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,63,Philippines,<=50K
25,State-gov,728566,HS-grad,9,Never-married,Sales,Unmarried,Amer-Indian-Eskimo,Male,0,0,93,Germany,>50K
35,Self-emp-not-inc,784045,7th-8th,4,Never-married,Tech-support,Unmarried,Amer-Indian-Eskimo,Male,0,0,28,Mexico,>50K
63,Self-emp-not-inc,998906,HS-grad,9,Widowed,Transport-moving,Not-in-family,Black,Male,7735,2885,12,England,<=50K
89,Private,1024719,12th,8,Separated,Farming-fishing,Unmarried,Black,Female,0,0,25,El-Salvador,<=50K
17,Private,707373,Assoc-acdm,12,Never-married,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,68,Puerto-Rico,<=50K
65,Private,136624,Preschool,1,Married-civ-spouse,Sales,Other-relative,Other,Female,0,0,47,Mexico,<=50K
84,Private,1351050,Doctorate,16,Never-married,Adm-clerical,Husband,White,Male,0,0,77,England,<=50K
81,Private,813981,Bachelors,13,Divorced,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,33,Mexico,<=50K
37,Private,529838,Prof-school,15,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,97,India,<=50K
58,Self-emp-not-inc,392774,5th-6th,3,Separated,Exec-managerial,Not-in-family,Other,Female,90551,63,33,United-States,<=50K
42,Federal-gov,961747,9th,5,Never-married,Craft-repair,Husband,White,Male,0,0,92,Germany,<=50K
46,Private,941611,12th,8,Widowed,Farming-fishing,Own-child,White,Male,0,0,57,Mexico,<=50K
68,Self-emp-not-inc,676205,Doctorate,16,Never-married,Adm-clerical,Own-child,Other,Male,0,0,52,Mexico,>50K
51,State-gov,422243,7th-8th,4,Divorced,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,85,Cuba,<=50K
18,Self-emp-inc,948768,Prof-school,15,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,52,Germany,>50K
18,State-gov,1443452,Bachelors,13,Widowed,Prof-specialty,Own-child,Other,Male,0,0,75,Germany,<=50K
89,Private,964845,1st-4th,2,Married-civ-spouse,Farming-fishing,Own-child,Black,Female,0,0,86,England,>50K
21,Local-gov,1212629,HS-grad,9,Never-married,Craft-repair,Husband,Other,Male,0,0,29,El-Salvador,<=50K
75,Federal-gov,245093,Assoc-acdm,12,Widowed,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Male,0,0,12,India,<=50K
26,Federal-gov,218636,Assoc-voc,11,Divorced,Tech-support,Own-child,Asian-Pac-Islander,Female,0,0,56,United-States,<=50K
41,Local-gov,1273767,Bachelors,13,Divorced,Farming-fishing,Husband,Black,Male,0,0,24,El-Salvador,<=50K
75,Private,153391,Masters,14,Never-married,Adm-clerical,Own-child,White,Female,0,0,17,India,>50K
74,Private,1331166,1st-4th,2,Never-married,Tech-support,Other-relative,White,Male,0,0,25,Philippines,<=50K
48,Private,268249,12th,8,Married-civ-spouse,Transport-moving,Unmarried,White,Female,0,0,52,India,>50K
78,Private,1037285,9th,5,Divorced,Prof-specialty,Not-in-family,Other,Male,0,0,42,Cuba,<=50K
39,Private,217174,12th,8,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Female,0,0,27,Puerto-Rico,<=50K
59,Self-emp-not-inc,551209,Bachelors,13,Widowed,Sales,Other-relative,Other,Female,0,0,21,Canada,>50K
30,Private,285475,Doctorate,16,Divorced,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Male,0,0,24,Philippines,<=50K
19,Local-gov,144082,Preschool,1,Separated,Farming-fishing,Husband,Black,Male,0,0,12,Mexico,>50K
58,Self-emp-not-inc,1487892,Assoc-voc,11,Widowed,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,11,United-States,<=50K
57,Private,514638,7th-8th,4,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,25527,1448,33,India,>50K
73,Local-gov,672312,11th,7,Divorced,Farming-fishing,Own-child,Amer-Indian-Eskimo,Female,0,0,82,El-Salvador,<=50K
77,Private,658518,10th,6,Divorced,Exec-managerial,Husband,Black,Male,0,0,48,Puerto-Rico,<=50K
52,State-gov,241070,Assoc-acdm,12,Never-married,Craft-repair,Other-relative,White,Male,0,0,46,India,<=50K
86,Private,477300,11th,7,Widowed,Handlers-cleaners,Not-in-family,Black,Female,11691,3269,15,Germany,>50K
32,Federal-gov,56820,Preschool,1,Never-married,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,0,0,60,India,<=50K
40,Private,653320,Preschool,1,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,17,Puerto-Rico,<=50K
44,Private,1168812,Assoc-acdm,12,Divorced,Adm-clerical,Other-relative,Other,Female,0,0,98,El-Salvador,>50K
89,Private,362260,Assoc-acdm,12,Separated,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,0,0,99,England,<=50K
71,Private,135680,Assoc-voc,11,Married-civ-spouse,Transport-moving,Not-in-family,Other,Female,0,0,12,El-Salvador,<=50K
88,Private,336895,Masters,14,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Female,0,0,55,United-States,<=50K
53,Private,510209,Assoc-voc,11,Separated,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,0,0,66,Canada,<=50K
76,Private,543531,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,71,El-Salvador,>50K
51,Private,700519,9th,5,Divorced,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,49,India,<=50K
32,Federal-gov,1095535,12th,8,Separated,Handlers-cleaners,Wife,Other,Female,0,0,72,India,<=50K
50,Private,1253017,11th,7,Married-civ-spouse,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,20505,728,74,Canada,>50K
70,Self-emp-not-inc,363860,11th,7,Married-civ-spouse,Farming-fishing,Not-in-family,Other,Female,0,0,77,Cuba,<=50K
88,Self-emp-not-inc,1337708,Assoc-acdm,12,Separated,Farming-fishing,Other-relative,Black,Female,0,0,69,El-Salvador,<=50K
56,Self-emp-not-inc,494696,Preschool,1,Widowed,Craft-repair,Wife,Black,Female,0,0,35,Philippines,>50K
71,Private,1007938,Assoc-voc,11,Married-civ-spouse,Sales,Own-child,White,Female,0,0,58,United-States,<=50K
85,State-gov,438665,12th,8,Separated,Handlers-cleaners,Wife,Amer-Indian-Eskimo,Female,0,0,38,Mexico,<=50K
59,State-gov,892267,5th-6th,3,Separated,Transport-moving,Wife,Other,Female,0,0,27,Canada,<=50K
62,State-gov,1032471,11th,7,Married-civ-spouse,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,0,0,90,Mexico,<=50K
60,Private,808905,1st-4th,2,Divorced,Prof-specialty,Wife,Black,Female,0,0,22,Germany,<=50K
81,Private,1147350,Assoc-voc,11,Separated,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,20,Puerto-Rico,<=50K
27,Private,1336779,12th,8,Divorced,Adm-clerical,Wife,Amer-Indian-Eskimo,Female,0,0,85,El-Salvador,<=50K
26,Private,906667,Prof-school,15,Married-civ-spouse,Craft-repair,Wife,Black,Female,0,0,58,Mexico,<=50K
30,Self-emp-not-inc,1485148,11th,7,Never-married,Adm-clerical,Wife,Black,Female,0,0,51,Canada,>50K
83,Private,1475095,Bachelors,13,Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,0,0,90,Cuba,<=50K
79,Local-gov,491268,Doctorate,16,Divorced,Adm-clerical,Other-relative,White,Female,0,0,30,El-Salvador,>50K
72,Private,161843,Bachelors,13,Married-civ-spouse,Transport-moving,Unmarried,Asian-Pac-Islander,Male,0,0,27,Mexico,>50K
19,Private,89413,5th-6th,3,Separated,Handlers-cleaners,Husband,White,Male,0,0,83,Cuba,>50K
81,Private,1416051,Assoc-acdm,12,Separated,Farming-fishing,Other-relative,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
59,Private,797478,5th-6th,3,Widowed,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,96,Puerto-Rico,>50K
65,Self-emp-inc,366655,10th,6,Separated,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,0,0,74,Mexico,<=50K
77,Private,1463068,Preschool,1,Divorced,Sales,Wife,Amer-Indian-Eskimo,Female,0,0,71,Canada,<=50K
64,State-gov,1107364,10th,6,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,75,El-Salvador,<=50K
59,Private,1186125,HS-grad,9,Divorced,Craft-repair,Own-child,Black,Male,0,0,53,Mexico,>50K
81,State-gov,1051840,1st-4th,2,Widowed,Handlers-cleaners,Own-child,Black,Male,0,0,35,Canada,<=50K
